10,1920,BALTIMORE,560,738699.9455
11,1920,BALTIMORE,503,739225.1545
12,1920,BALTIMORE,306,739747.1453
13,1920,BALTIMORE,158,740265.9312
14,1920,BALTIMORE,100,740781.526
15,1920,BALTIMORE,42,741293.943
16,1920,BALTIMORE,18,741803.196
17,1920,BALTIMORE,16,742309.2985
18,1920,BALTIMORE,16,742812.2639
19,1920,BALTIMORE,15,743312.106
20,1920,BALTIMORE,6,743808.8383
21,1920,BALTIMORE,12,744302.4742
22,1920,BALTIMORE,19,744793.0275
23,1920,BALTIMORE,15,745280.5116
24,1920,BALTIMORE,26,745764.9402
25,1920,BALTIMORE,38,746246.3267
26,1920,BALTIMORE,29,746724.6848
10,1920,BOSTON,472,750095.7858
11,1920,BOSTON,444,750319.255
12,1920,BOSTON,305,750542.1678
13,1920,BOSTON,160,750764.5212
14,1920,BOSTON,106,750986.3124
15,1920,BOSTON,69,751207.5384
16,1920,BOSTON,27,751428.1964
17,1920,BOSTON,14,751648.2835
18,1920,BOSTON,12,751867.7967
19,1920,BOSTON,10,752086.7332
20,1920,BOSTON,16,752305.0901
21,1920,BOSTON,13,752522.8645
22,1920,BOSTON,16,752740.0534
23,1920,BOSTON,24,752956.6541
24,1920,BOSTON,45,753172.6636
25,1920,BOSTON,60,753388.0789
26,1920,BOSTON,77,753602.8973
10,1920,BRIDGEPORT,3,144353.6236
11,1920,BRIDGEPORT,5,144437.5253
12,1920,BRIDGEPORT,2,144520.4758
13,1920,BRIDGEPORT,4,144602.4794
14,1920,BRIDGEPORT,NA,144683.5405
15,1920,BRIDGEPORT,4,144763.6632
16,1920,BRIDGEPORT,2,144842.8519
17,1920,BRIDGEPORT,2,144921.1108
18,1920,BRIDGEPORT,NA,144998.4443
19,1920,BRIDGEPORT,6,145074.8565
20,1920,BRIDGEPORT,NA,145150.3518
21,1920,BRIDGEPORT,8,145224.9345
22,1920,BRIDGEPORT,10,145298.6088
23,1920,BRIDGEPORT,2,145371.3791
24,1920,BRIDGEPORT,4,145443.2495
25,1920,BRIDGEPORT,NA,145514.2245
26,1920,BRIDGEPORT,2,145584.3081
10,1920,BUFFALO,NA,509740.9013
11,1920,BUFFALO,610,510069.8025
12,1920,BUFFALO,536,510398.5546
13,1920,BUFFALO,NA,510727.1519
14,1920,BUFFALO,4,511055.5888
15,1920,BUFFALO,NA,511383.8599
16,1920,BUFFALO,34,511711.9595
17,1920,BUFFALO,16,512039.882
18,1920,BUFFALO,10,512367.6219
19,1920,BUFFALO,27,512695.1736
20,1920,BUFFALO,44,513022.5314
21,1920,BUFFALO,136,513349.6898
22,1920,BUFFALO,129,513676.6433
23,1920,BUFFALO,138,514003.3861
24,1920,BUFFALO,210,514329.9128
25,1920,BUFFALO,166,514656.2178
26,1920,BUFFALO,106,514982.2955
10,1920,CHICAGO,674,2726230.129
11,1920,CHICAGO,666,2728994.867
12,1920,CHICAGO,721,2731767.155
13,1920,CHICAGO,450,2734546.884
14,1920,CHICAGO,259,2737333.948
15,1920,CHICAGO,117,2740128.237
16,1920,CHICAGO,59,2742929.646
17,1920,CHICAGO,36,2745738.065
18,1920,CHICAGO,24,2748553.387
19,1920,CHICAGO,38,2751375.505
20,1920,CHICAGO,32,2754204.31
21,1920,CHICAGO,64,2757039.695
22,1920,CHICAGO,94,2759881.552
23,1920,CHICAGO,177,2762729.774
24,1920,CHICAGO,211,2765584.251
25,1920,CHICAGO,225,2768444.878
26,1920,CHICAGO,230,2771311.546
10,1920,CINCINNATI,296,403047.9757
11,1920,CINCINNATI,189,403251.5044
12,1920,CINCINNATI,82,403455.6842
13,1920,CINCINNATI,57,403660.5061
14,1920,CINCINNATI,21,403865.9611
15,1920,CINCINNATI,3,404072.0402
16,1920,CINCINNATI,2,404278.7345
17,1920,CINCINNATI,NA,404486.035
18,1920,CINCINNATI,NA,404693.9326
19,1920,CINCINNATI,2,404902.4184
20,1920,CINCINNATI,2,405111.4835
21,1920,CINCINNATI,10,405321.1188
22,1920,CINCINNATI,4,405531.3153
23,1920,CINCINNATI,5,405742.064
24,1920,CINCINNATI,2,405953.356
25,1920,CINCINNATI,6,406165.1823
26,1920,CINCINNATI,4,406377.5339
10,1920,CLEVELAND,137,803475.3908
11,1920,CLEVELAND,138,804199.0383
12,1920,CLEVELAND,108,804919.9846
13,1920,CLEVELAND,60,805638.2295
14,1920,CLEVELAND,46,806353.7732
15,1920,CLEVELAND,23,807066.6157
